最新免笔试筛选方法,附件,超链接,截止日期,公告链接,招聘类型,备注,公司行业,是否免笔试,投递链接,标记,公司,工作地点,内推码,岗位,更新时间,父记录
,,,招满即停,http://mp.weixin.qq.com/s?__biz=MzI3OTAxMTY5Mg==&mid=2652917174&idx=1&sn=5499c7d250a936439cbbe4b80281e8c8&chksm=f09aa5b5c7ed2ca33efcdb86a8f7b780ddf14c5dbd3f036b4ed2cec95bf80a78d818c5779df1#rd,26届秋招,晨光文具有落户政策，人才公寓，六险一金，健康体检，团建活动,快消零售,含免笔试,https://app.mokahr.com/campus-recruitment/mg/142713?locale=zh-CN#/jobs,,晨光文具,上海,,职能支持类（人力、财务、法务） 营销管理类（国内外销售、市场推广） 设计类（平面/工业设计） 产品管理类（产品开发、产品管理）,2025-11-16,
,,,12.7,http://mp.weixin.qq.com/s/_gnnn6ch6CORai3Rnj7q1w,26届秋招,北投集团招聘多类岗位，截止到12.7日,国央企,含免笔试,http://mp.weixin.qq.com/s/_gnnn6ch6CORai3Rnj7q1w,,北投集团,北京,,投资岗 法务岗 能源运营岗 能源技术岗 融资管理岗 能源数据岗 智能化岗 内控管理岗 资金管理岗 人力资源管理岗 财务管理岗 工程管理岗 造价管理岗 营销管理岗 成本管理岗 项目管理岗 品牌宣传岗 园林施工管理岗 研发工程师,2025-11-10,
,,,招满即停,https://mp.weixin.qq.com/s/brPHThtHu6E-wrIqGXY-nA,26届秋招,广东广电网络有多个分公司，有高薪酬，完备社保，企业年金，人才培养体系,国央企,含免笔试,https://xyz.51job.com/External/Apply.aspx?CtmID=8430170,,广东广电网络,广州 | 韶关 | 深圳 | 珠海 | 汕头 | 佛山 | 江门 | 湛江 | 茂名 | 肇庆 | 惠州 | 梅州 | 汕尾 | 河源 | 阳江 | 清远 | 英德 | 东莞 | 中山 | 潮州 | 揭阳 | 云浮 | 山南,,"总部英才培养计划，经营分析岗，网络运维岗，开发工程师，技术规划岗，平台运维岗，IT 管理岗，动力运维岗，工程管理岗，工程设计岗，集团业务运维岗，技术支撑岗，数据库工程师，数智化技术支撑，数据网运维岗，网络安全岗，网络规划岗，系统建设岗，系统维护岗，项目管理岗，信息安全工程师，云平台工程师，云资源业务拓展岗，增值开发岗，政企售前工程师，终端嵌入式软件开发工程师兼业务运维支撑工程师，综合解决方案岗，市场营销岗，客户经理岗，数据分析岗，媒资制作岗，集客技术支持岗，集客运营管理岗，政企业务岗，综合业务岗，业务支撑岗，数字家庭产品专员 (全国各地业务方向), 经营管理岗，法务岗，供应链管理岗，人力资源管理岗，审计岗，综合文秘岗，财务管理岗，会计核算岗，营装维岗，终端运维工程师，网格专员（相关专业：人工智能，智能科学与技术，智能视听工程，软件工程，物联网工程，计算机科学与技术，计算机技术，光电信息与科学，通信工程，光电信息科学与工程，财务管理，会计，经济，金融，统计学，网络工程，广播电视工程，电子信息工程，网络空间安全，大数据，自动化类，统计类，数学类，人工智能类，集成电路类，电子信息类，信息安全，网络系统管理，电力，电气工程，电气工程及其自动化，云计算，网络空间安全，电子与通信工程，影视摄影与制作，数字媒体，影视特效，新媒体技术，经济统计学，应用统计学，数据科学与大数据技术，金融数学，信息工程，电子商务，新媒体运营，新闻传播学，广播电视编导，影视摄影与制作，数字媒体艺术，新闻学 (广播电视方向), 广告学 (影视广告方向), 动画，视觉传达设计，工程管理，工程造价，采购管理，法学，汉语言文学，行政管理，公共事业管理，文秘，供应链管理，物流管理，人力资源管理，劳动与社会保障，心理学，劳动与社会，审计，法律，财务，不限，工商管理，企业管理，经济管理，商业分析）",2025-11-04,
,,,招满即停,https://mp.weixin.qq.com/s/fac-7i6fqnTz95oR9JG3yQ,26届秋招,湖北市政建设集团有多种工资，绩效奖金，六险二金，证书补贴，多种福利,国央企,含免笔试,https://hblt.zhiye.com/campus,,湖北市政建设集团,全国各地,,园林景观工程师(工程技术类)(2人)（需求专业:园林工程(技术)、园林、风景园林、土木工程等） 项目技术员(工程技术类)(7人)（需求专业: 土木工程、工程管理、道路工程、公路与城市道路工程等） 项目质量员(工程技术类)(2人)（需求专业: 建筑工程技术、建筑施工技术、水利水电建筑工程、建设工程管理等） 安全员(安全管理类)(12人)（需求专业:安全工程、安全管理、安全科学与工程、土木工程、工程管理等） 项目会计(财务资金类)(7人)（需求专业: 财务、财政学、税收学、会计、经济学、经济统计、金融学等） 纪检员(法务审计类)(1人)（需求专业:法学等相关专业） 园林景观设计师(设计类)(1人)（需求专业:景观设计、风景园林、园艺、环境艺术设计等)项目综合办人员(综合管理类)(2人)（需求专业:行政管理、汉语言文学、新闻学、政治学等）项目施工员(工程技术类)(14人)（需求专业: 土木工程、建筑施工技术、市政工程、给排水工程等） 合同员(工程管理类)(7人)（需求专业: 工程造价、建筑工程预决算、建筑设计(技术)、基础工程技术、市政工程(技术)等） 项目物资员(设备物资类)(8人)（需求专业: 物流管理、物流工程、采购管理、供应链管理等 市场开发岗(市场开发类)(2人)（需求专业: 工程管理、市场开发等相关专业）,2025-11-03,
,,,招满即停,https://mp.weixin.qq.com/s/7X9uxzRkfy3pBH3_mS0ESQ,26届秋招,,能源,含免笔试,https://hailiang.jobs.feishu.cn/420069/position/list,,海亮股份,上海 | 杭州 | 绍兴 | 铜陵 | 聊城 | 江门 | 重庆,,"产品研发 装备技术研发 生产管理 外贸业务 国内外产品营销 营销支持 市场研究 人力 财务 金融 行政 品牌 数字化 采购 物流 法务（材料类、机械类、电气类、电化学类、营销类、国际贸易、英语类、自动化类等、(国内销售专业不限)、管理类、财经类、工科类专业,材料、 机械、电气、电化学、自动化等专业优先、法学类、机械类、IT类等）",2025-12-21,
,,,招满即停,https://mp.weixin.qq.com/s/ckcytDl8H321RL3LOenyzA,春招,瓦格耐WAGNA有六险一金，双休节假日，带薪年假，食宿补贴，本科及以上学历,外企,含免笔试,https://mp.weixin.qq.com/s/ckcytDl8H321RL3LOenyzA,,瓦格耐WAGNA,郑州 | 驻马店 | 佛山,,"外贸销售工程师,国内销售工程师,机电工程师（国际贸易、商务英语、市场营销、机电一体化、电气自动化、专业不限、机电自动化、机械设计）",2026-01-12,
,,,招满即停,https://mp.weixin.qq.com/s/KDbkm_B7SPBTetOO8QJRpg,实习,希望学有导师一对一带教，招聘本科及以上学历,教育,含免笔试,https://mp.weixin.qq.com/s/KDbkm_B7SPBTetOO8QJRpg,,希望学,北京,,课程运营实习生、活动运营实习生、抖音直播运营实习生、小红书运营实习生、编导实习生、剪辑实习生,2026-01-07,
,,,招满即停,http://mp.weixin.qq.com/s?__biz=MzIyMTc3MDIxNw==&mid=2247497047&idx=1&sn=bedb364fc53f17ca05d7260325c7e390&chksm=e8350dd1df4284c70ef6abc92edecb382933eb0e8883b1e82a24dfa1649d2ece6c4577738ce1#rd,秋招补录,新东方华南区有五险一金，竞争力薪资，带薪年假，员工内部福利，节假日福利，年度体检,教育,含免笔试,https://bsurl.cn/v2/8k0XT8VD,,新东方华南区,广州 | 深圳 | 珠海 | 佛山 | 东莞 | 南宁 | 海口,,少儿素养班课/一对一教师 双语/博文/益智 初中学习机素养班课教师 博文/益智/双语/动手实验(物理/化学方向) 高中素养班课教师 数学/英语/物理/化学 高中素养一对一教师 语文/数学/英语/物理/生物 初中素养班课教师 益智 高中素养班课教师 数学 营销管培生,2025-12-08,
,,,招满即停,https://mp.weixin.qq.com/s/v6-ACKODw1BqitN4DZ0Ltw,26届秋招,图为技术六险一金，带薪年假，免费体检，节假日福利,科技,含免笔试,https://mp.weixin.qq.com/s/v6-ACKODw1BqitN4DZ0Ltw,,图为技术,深圳,,三维引擎开发工程师、C++开发工程师、图形算法工程师、Al开发工程师、数字化实施工程师、销售工程师、解决方案工程师,2025-11-26,
,,,招满即停,https://mp.weixin.qq.com/s/5febIb8Vo_wyBr2AtnvBOA,26届秋招,,外企,含免笔试,https://app.mokahr.com/campus-recruitment/ti/143986?sourceToken=4cbc7c6106d9cefd7521e5250bc9b822#/jobs,,德州仪器,北京 | 上海 | 苏州 | 杭州 | 深圳,,技术销售工程师 - TSE，现场技术应用工程师 - FAE（模拟方向），现场技术应用工程师 - FAE（嵌入式方向），应用工程师 - AE（模拟音频方向），运营分析专员（理工科相关专业，电力电子相关专业，运营、供应链市场专业等相关专业）,2025-12-10,
,,,招满即停,http://mp.weixin.qq.com/s?__biz=MzkxNDM5ODYzNQ==&mid=2247486054&idx=1&sn=56d05f7f8c6a032100c11ffbce4b2ccd&chksm=c16e46a2f619cfb4795f632c7a90661a392e19f9c11757f23ef357e42ea1694026f3d94fcc0b#rd,26届秋招,火羽科技招聘13种岗位，有一对一导师带教，转正机会，独立项目,游戏,含免笔试,https://campus.huoyugame.com/job.html,,火羽科技,广州,,文案策划(剧情策划) 英文文案策划 系统策划 数值策划 市场运营(海外) 游戏运营 社媒运营(矩阵运营) 用户研究 韩文运营 韩文翻译 海外投放 英文翻译 市场投放,2025-12-03,
,,,招满即停,https://mp.weixin.qq.com/s/ILn_rccOEivk-fK6BipePg?click_id=104,26届秋招,百嘉基金招聘四类岗位，免笔试,金融,含免笔试,https://mp.weixin.qq.com/s/ILn_rccOEivk-fK6BipePg?click_id=104,,百嘉基金,广州,,行业研究岗 固收助理研究岗 机构营销岗 渠道销售岗,2025-11-06,
,,,招满即停,https://mp.weixin.qq.com/s/Bt63DdvXChnbmUyRbMiUgg,26届秋招,StarThing有人才培养，五险一金，商业保险，带薪年假，法定节假日，完备福利体系,互联网,含免笔试,https://jsj.top/f/v2WUeG,,StarThing,杭州,,销售培训生 门店督导 研发（前端） 研发（Java后端） 研发（测试） 技术服务工程师 财务培训生 人力培训生 新媒体运营 商业化运营 供应链管理,2025-11-02,
,,,招满即停,https://mp.weixin.qq.com/s/kZSz4ap3jUFUyhBf3Rzqaw,实习,,金融,含免笔试,https://mp.weixin.qq.com/s/kZSz4ap3jUFUyhBf3Rzqaw,,恒丰银行,北京,,行政支持岗 对公助理岗 大堂助理岗,2026-01-03,
,,,招满即停,https://mp.weixin.qq.com/s/guZbRIE_6X5L7mvSIxWBAg,26届秋招,忆咖通科技有七险一金，多种补贴，节假日福利，年度健康体检，弹性工作时间,汽车新能源,含免笔试,https://app.mokahr.com/campus-recruitment/geely/78436?sourceToken=d9e61792cdfa055229590e5bafd97162#/jobs?keyword=&page=1&pageSize=30&zhineng0=0&anchorName=jobsList,,忆咖通科技,武汉 | 全国各地,,软件类 软件测试岗 软件质量岗 数字化研发岗 软件开发岗 驱动底层开发岗 信息安全开发岗 Linux开发岗 Android系统开发岗 制造类 工艺岗 质量岗 测试设备岗 其他 销售运营岗 人力资源岗 研发运营岗,2025-11-25,
,,,招满即停,https://mp.weixin.qq.com/s/c51iiElL_QC485Go1GwpFg,26届秋招,顺电招聘多类岗位，多个工作地点,制造业,含免笔试,https://hr.sundan.com/#/campus-job,,顺电,深圳 | 东莞,,营销管培生，采购管培生，电商运营专员，会员运营专员，人力资源专员，财务专员，JAVA开发工程师，售后管培生，物流管培生,2025-11-07,
,,,招满即停,https://mp.weixin.qq.com/s/UJynYECf6nGNZWlXSFi3SA,26届秋招,,汽车新能源,含免笔试,https://faw-zhaopin.hotjob.cn/SU62d7ff10bef57c58929dbfdb/mc/position/campus?orgCode=028,,一汽丰田,天津 | 长春 | 成都,,新能源研发类 智能网联开发类 整车研发类 产品企划类 智能制造类 生产制造技术类 生产物流管理类 品质保证类 营销企划管理 营销服务管理 新能源营销 数字化营销 营销职能管理（相关专业：机械类，电气类，计算机类，电子信息，自动化，材料类，能源动力，管理类）,2025-11-07,
,,,招满即停,https://mp.weixin.qq.com/s/vkgDs1YxZPFmSOntc5RHSw,26届秋招,亚东集团有高年薪，六险一金，员工福利，安家补贴，人才培养,其他,含免笔试,https://www.ydchem.cn/rec/deliver?id=163&did=287,,亚东集团,石家庄 | 沧州 | 衡水 | 海外,,聚氨酯技术研发/应用工程师 销售业务经理 生产类 人力资源 财会类 采购类 研发方向 营销方向,2025-11-04,
,,,招满即停,http://mp.weixin.qq.com/s?__biz=MzIyMTc3MDIxNw==&mid=2247496908&idx=1&sn=42b25396542e0686f6c3b57e47b780d2&chksm=e8350c4adf42855c49cfc0610a7e105581b8fa271ee007b8a7defbe5bd3252c9d669455609c1#rd,26届秋招,新东方华南区在多个城市招聘多个岗位,教育,含免笔试,https://bsurl.cn/v2/8k0XT8VD,,新东方华南区,广州 | 深圳 | 珠海 | 佛山 | 东莞 | 南宁 | 海口,,营销管培生 少儿素养班课教师(双语/益智/博文/编程) 少儿素养个性化教师(双语/益智/博文) 初中学习机班课教师 (双语/博文/益智/动手实验:化学/物理方向) 中学素养个性化教师(博文/益智/双语) 中学素养个性化教师 (动手实验:物理方向/化学方向/生物方向) 中学素养个性化教师 (博文:政治方向/地理方向/历史方向) 高中素养班课教师 (双语/博文/益智/动手实验:物理方向) 初中全日制教师(政治) 少儿班课教师(双语/益智/博文) 初中班课教师(双语/益智/博文) 高中班课教师(英语/数学/物理/化学) 高中一对一教师(英语/数学/物理/化学) 顶尖人才计划:少儿班课教师 (双语/益智/博文) 顶尖人才计划:初中班课教师 (双语/益智/博文) 顶尖人才计划:高中班课教师 (英语/数学/物理/化学) 中学博文班课教师 中学益智班课教师 中学物理班课教师 青少博文班课教师 青少益智班课教师 个性化高中语文教师 个性化高中数学教师 个性化高中物理教师 中学双语班课教师 青少双语班课教师 个性化高中英语教师 青少班课教师(双语/益智/博文) 初中学习机班课教师(双语/益智/博文/物理) 高中班课教师(数学/英语/物理/化学) 个性化高中教师(语文/数学/英语/物理/化学) 青少双语班课教师 高中化学教师 中学数学班课教师 个性化双语教师 高中益智班课教师 高中物理班课教师 少儿脑力与思维教师 少儿博文口才教师 少儿双语教师 初中学习机语文教师 初中学习机英语教师 初中学习机数学教师 初中学习机物理教师 高中语文教师 高中数学教师 高中英语教师 高中物理教师 高中化学教师 高中一对一文综教师 高中一对一教师(语文/英语/数学/物理/化学),2025-11-02,
,,,12.31,https://mp.weixin.qq.com/s/F7diQ_I8M36H6LGKJp09HA,实习,,外企,含免笔试,https://www.ajinga.com/recruiting/company/13470/job-list?aj_source=Umusic_Wechat&aj_code=LandingSocial#rt=I,,环球音乐大中华区,北京 | 上海 | 深圳 | 香港,,市场营销团队实习生 品牌合作团队实习生 音乐商业化团队实习生 数字团队实习生,2025-12-21,
,,,26.1.31,https://mp.weixin.qq.com/s/Qe_tIyvaCF09Sd13Poim_A?scene=1&click_id=18,26届秋招,联合利华有竞争力薪酬，多种福利待遇，职场关怀晋升体系,外企 | 快消零售,含免笔试,https://young.yingjiesheng.com/xyzlogin?ctmid=7A881C02-F355-443A-BC88-4050231DE34B&ehirejobid=&jumpurl=httpsxyz.51job.comconsumerpcresumeindexctmid9108648prdmp.weixin.qq.comprpcdxyz.51job.comcpruidbackurlauiduuidpartner,,联合利华,全国各地,,销售英才-饮食策划 销售英才-家庭护理 销售英才-美妆及个人护理,2025-12-17,
,,,招满即停,https://mp.weixin.qq.com/s/L1Q7jyc0UcVVCG6IOX2cvA,26届秋招,远洲集团招聘多类岗位，人才培养，导师引领,其他,含免笔试,https://mp.weixin.qq.com/s/L1Q7jyc0UcVVCG6IOX2cvA,,远洲集团,上海,,管培生(方向：酒店运营管理（旅游 酒店 英语 空乘） 人力资源管理（人力资源管理） 培训/行政 绩效管理（人力资源 工商管理 行政管理 旅游管理） 财务管理（会计 财务管理） 食品安全管理（食品科学与管理 食品类） 营销/品牌/采购/法务方向（市场营销 品牌视觉 采购 供应链 法学）),2025-11-25,
